 2.38000000e+00 -5.05228863e-05 
 2.40000000e+00 -5.05240671e-05 
 2.42000000e+00 -5.05250292e-05 
 2.44000000e+00 -5.05258441e-05 
 2.46000000e+00 -5.05265591e-05 
 2.48000000e+00 -5.05272048e-05 
 2.50000000e+00 -5.05278015e-05 
 2.52000000e+00 -5.05283622e-05 
 2.54000000e+00 -5.05288958e-05 
 2.56000000e+00 -5.05294087e-05 
 2.58000000e+00 -5.05299051e-05 
 2.60000000e+00 -5.05303884e-05 
 2.62000000e+00 -5.05308610e-05 
 2.64000000e+00 -5.05313248e-05 
 2.66000000e+00 -5.05317811e-05 
 2.68000000e+00 -5.05322310e-05 
 2.70000000e+00 -5.05326756e-05 
 2.72000000e+00 -5.05331156e-05 
 2.74000000e+00 -5.05335514e-05 
 2.76000000e+00 -5.05339837e-05 
 2.78000000e+00 -5.05344129e-05 
 2.80000000e+00 -5.05348393e-05 
 2.82000000e+00 -5.05352632e-05 
 2.84000000e+00 -5.05356850e-05 
 2.86000000e+00 -5.05361047e-05 
 2.88000000e+00 -5.05365226e-05 
 2.90000000e+00 -5.05369390e-05 
 2.92000000e+00 -5.05373538e-05 
 2.94000000e+00 -5.05377674e-05 
 2.96000000e+00 -5.05381797e-05 
 2.98000000e+00 -5.05385909e-05 
 3.00000000e+00 -5.05390013e-05 
 3.02000000e+00 -5.05394105e-05 
 3.04000000e+00 -5.05398191e-05 
 3.06000000e+00 -5.05402268e-05 
 3.08000000e+00 -5.05406339e-05 
 3.10000000e+00 -5.05410403e-05 
 3.12000000e+00 -5.05414461e-05 
 3.14000000e+00 -5.05418514e-05 
 3.16000000e+00 -5.05422562e-05 
 3.18000000e+00 -5.05426606e-05 
 3.20000000e+00 -5.05430645e-05 
 3.22000000e+00 -5.05434680e-05 
 3.24000000e+00 -5.05438714e-05 
 3.26000000e+00 -5.05442743e-05 
 3.28000000e+00 -5.05446770e-05 
 3.30000000e+00 -5.05450794e-05 
