 2.12000000e+00  5.00149023e-05 
 2.14000000e+00  5.00053847e-05 
 2.16000000e+00  4.99957089e-05 
 2.18000000e+00  4.99858685e-05 
 2.20000000e+00  4.99758562e-05 
 2.22000000e+00  4.99656646e-05 
 2.24000000e+00  4.99552854e-05 
 2.26000000e+00  4.99447098e-05 
 2.28000000e+00  4.99339281e-05 
 2.30000000e+00  4.99229298e-05 
 2.32000000e+00  4.99117035e-05 
 2.34000000e+00  4.99002366e-05 
 2.36000000e+00  4.98885154e-05 
 2.38000000e+00  4.98765248e-05 
 2.40000000e+00  4.98642480e-05 
 2.42000000e+00  4.98516662e-05 
 2.44000000e+00  4.98387587e-05 
 2.46000000e+00  4.98255022e-05 
 2.48000000e+00  4.98118700e-05 
 2.50000000e+00  4.97978323e-05 
 2.52000000e+00  4.97833545e-05 
 2.54000000e+00  4.97683973e-05 
 2.56000000e+00  4.97529145e-05 
 2.58000000e+00  4.97368522e-05 
 2.60000000e+00  4.97201469e-05 
 2.62000000e+00  4.97027224e-05 
 2.64000000e+00  4.96844868e-05 
 2.66000000e+00  4.96653281e-05 
 2.68000000e+00  4.96451074e-05 
 2.70000000e+00  4.96236508e-05 
 2.72000000e+00  4.96007368e-05 
 2.74000000e+00  4.95760787e-05 
 2.76000000e+00  4.95492995e-05 
 2.78000000e+00  4.95198935e-05 
 2.80000000e+00  4.94871692e-05 
 2.82000000e+00  4.94501602e-05 
 2.84000000e+00  4.94074857e-05 
 2.86000000e+00  4.93571257e-05 
 2.88000000e+00  4.92960548e-05 
 2.90000000e+00  4.92196376e-05 
 2.92000000e+00  4.91206339e-05 
 2.94000000e+00  4.89875935e-05 
 2.96000000e+00  4.88024295e-05 
 2.98000000e+00  4.85372223e-05 
 3.00000000e+00  4.81512047e-05 
 3.02000000e+00  4.75902887e-05 
 3.04000000e+00  4.67917818e-05 
 3.06000000e+00  4.56937707e-05 
 3.08000000e+00  4.42442097e-05 
 3.10000000e+00  4.24050212e-05 
 3.12000000e+00  4.01511203e-05 
 3.14000000e+00  3.74671536e-05 
 3.16000000e+00  3.43442342e-05 
 3.18000000e+00  3.07775146e-05 
 3.20000000e+00  2.67646040e-05 
 3.22000000e+00  2.23045917e-05 
 3.24000000e+00  1.73974591e-05 
 3.26000000e+00  1.20437245e-05 
 3.28000000e+00  6.24422705e-06 
 3.30000000e+00 -5.96855898e-12 
